Name,Kind
信甜糯6号,BREED
赣科甜9号,BREED
峰单17,BREED
钟海979,BREED
正红212号,BREED
农大1901,BREED
HL500,BREED
禾玉604,BREED
禾玉603,BREED
鲁单268,BREED
山农饲玉5号,BREED
山农饲玉8号,BREED
种星青贮178,BREED
济青贮2号,BREED
济青贮1号,BREED
华良白甜糯1号,BREED
鲁糯181,BREED
邦糯2号,BREED
邦糯1号,BREED
青彩糯1号,BREED
金百甜15,BREED
济糯123,BREED
鲁宁738,BREED
道吉158,BREED
桓丰602,BREED
富华811,BREED
先玉1866,BREED
智汇308,BREED
汇德718,BREED
登海五岳1182,BREED
泉玉7号,BREED
登海W385,BREED
顺昌668,BREED
济玉1715,BREED
山农212,BREED
良星206,BREED
金种子985,BREED
郓玉7号,BREED
登海DT996,BREED
鲁星515,BREED
泽农558,BREED
好日子365,BREED
郓玉67,BREED
好日子738,BREED
裕育101,BREED
鲁单505,BREED
汶单355,BREED
鲁单9169,BREED
金王22,BREED
先玉1761,BREED
鲁单510,BREED
宇玉713,BREED
菏玉189,BREED
滨裕878,BREED
鲁研C1601,BREED
秋田311,BREED
鲁星1607,BREED
秋田166,BREED
奥原9号,BREED
秋田168,BREED
先玉1770,BREED
京农玉658,BREED
爱瑞特1722,BREED
爱瑞特997,BREED
青玉18,BREED
开青1号,BREED
郑单811,BREED
郑单919,BREED
博糯118,BREED
郑白甜糯6号,BREED
豫金黄100,BREED
SZ18,BREED
豫单739,BREED
豫单717,BREED
央玉181,BREED
百玉9284,BREED
豫单783,BREED
豫单733,BREED
稷玉丰303,BREED
洛单30,BREED
浚单658,BREED
安玉706,BREED
鑫玉1861,BREED
豫丰111,BREED
兰玉705,BREED
隆玉1701,BREED
玉迪838,BREED
同舟678,BREED
郑原玉986,BREED
郑原玉650,BREED
滑州710,BREED
秀青737,BREED
泛玉398,BREED
怀川160,BREED
成玉7211,BREED
金玉66,BREED
春秋795,BREED
春秋339,BREED
郑单918,BREED
郑单7603,BREED
郑单7168,BREED
科大698,BREED
宛玉17,BREED
濮单12,BREED
梦玉369,BREED
润泽917,BREED
郑原玉435,BREED
伟科819,BREED
金镶玉319,BREED
云台玉35,BREED
郑原玉65,BREED
中航612,BREED
J9881,BREED
润泉6311,BREED
富瑞6号,BREED
先玉1773,BREED
MC876,BREED
农华137,BREED
景玉787,BREED
珺玉106,BREED
沃优218,BREED
永红99,BREED
康农玉333,BREED
美谷666,BREED
腾龙1839,BREED
腾龙1836,BREED
尚谷999,BREED
美谷777,BREED
康农玉555,BREED
美谷888,BREED
腾龙1823,BREED
腾龙1822,BREED
腾龙1821,BREED
正大654,BREED
鄂甜玉9号,BREED
嘿甜88,BREED
粒玉129,BREED
腾龙3号,BREED
欢乐玉3号,BREED
华青贮4号,BREED
华青贮3号,BREED
恩青贮171,BREED
农林玉1号,BREED
惠禾6号,BREED
郧单1802,BREED
汉单175,BREED
郧单25,BREED
硕育985,BREED
宜单1728,BREED
裕丰303,BREED
联创825,BREED
硕育178,BREED
福中玉2537,BREED
鑫玉298,BREED
腾龙805,BREED
福玉182,BREED
华元玉7311,BREED
惠单13,BREED
广良甜27号,BREED
晶甜 717,BREED
精彩 919,BREED
云黑糯50号,BREED
吉玉518,BREED
K玉28,BREED
福玉18,BREED
粤白甜糯5号,BREED
广甜糯2号,BREED
广良糯6号,BREED
华福甜844,BREED
粤甜37号,BREED
先甜18号,BREED
华美甜32号,BREED
粤甜36号,BREED
华美甜48号,BREED
粤双色5号,BREED
江甜033,BREED
广良甜11号,BREED
庆红509（青贮）,BREED
桂单673（青贮）,BREED
博士达597,BREED
桂单166,BREED
兆玉215（青贮）,BREED
桂青贮903,BREED
桂青贮242,BREED
桂单658（青贮）,BREED
庆红508,BREED
油玉909,BREED
蜜香甜糯565,BREED
裕香糯7号,BREED
飞越,BREED
恒甜糯9号,BREED
恒玉糯699,BREED
黑参5759,BREED
汕甜65号,BREED
白嘉丽,BREED
百家喜91,BREED
壮美玉9号,BREED
壮美玉97,BREED
都都158,BREED
桂单911,BREED
桂单2618,BREED
桂单828,BREED
桂单0826,BREED
桂单680,BREED
正昊玉855,BREED
康龙耐达008,BREED
众星玉168,BREED
桂良928,BREED
恒玉829,BREED
恒泰666,BREED
桂花糯235,BREED
桂糯233,BREED
桂甜糯535,BREED
桂糯231,BREED
桂糯533,BREED
桂糯532,BREED
桂甜糯623,BREED
桂香黑甜糯622,BREED
桂黑甜糯621,BREED
桂甜糯108,BREED
青花糯1号,BREED
雁山香糯,BREED
润甜糯1号,BREED
灵糯11,BREED
灵甜糯200,BREED
正红糯1号,BREED
香嘟嘟,BREED
南甜糯1号,BREED
南国雪甜糯,BREED
金甜糯685,BREED
阳光99甜糯,BREED
红天糯8号,BREED
天成香甜糯263,BREED
天成香甜糯255,BREED
甜糯819,BREED
银海糯1号,BREED
美达甜糯7号,BREED
泰鲜甜4号,BREED
桂甜571,BREED
桂甜619,BREED
桂甜101,BREED
金卡甜3001,BREED
泰引甜19号,BREED
滨甜9号,BREED
阳光甜1号,BREED
柳单584,BREED
金泉6028,BREED
易金231,BREED
易金233,BREED
颗玉819,BREED
桂单913,BREED
桂单915,BREED
桂单239,BREED
桂单6205,BREED
瑞丰929,BREED
桂单559,BREED
易金235,BREED
T1803,BREED
桂单6203,BREED
易金237,BREED
正昊玉833,BREED
佳实333,BREED
友智108,BREED
宝乐703,BREED
彩甜糯9号,BREED
斯达糯47,BREED
彩甜糯11号,BREED
禾糯66,BREED
密甜糯15号,BREED
福甜糯6号,BREED
万彩糯88,BREED
正糯889,BREED
珍糯521,BREED
西大糯6号,BREED
万彩糯86,BREED
甜糯99,BREED
万玉189,BREED
劲单7号,BREED
盛馨A8,BREED
三峡玉23,BREED
渝单901,BREED
云玉1608,BREED
佳玉13,BREED
佳玉6号,BREED
佳玉601,BREED
艾禾玉058,BREED
隆平531,BREED
禾创818,BREED
三峡玉20,BREED
西大518,BREED
渝单66,BREED
皇玉1号,BREED
犇玉1号,BREED
三峡玉22,BREED
长陵14号,BREED
渝单801,BREED
超单900,BREED
GP909,BREED
兆康777,BREED
壮玉909,BREED
博士红9号,BREED
DS1777,BREED
DS183,BREED
金牛1968,BREED
竹单619,BREED
正玉318,BREED
金煌668,BREED
德糯178,BREED
盛甜糯10号,BREED
锦甜糯198,BREED
蓉美2号,BREED
达糯19,BREED
荣玉甜68,BREED
白超甜2号,BREED
敦科糯808,BREED
高原早158,BREED
高原早178,BREED
成单729,BREED
康玉520,BREED
奥星869,BREED
高玉501,BREED
华选200,BREED
熟地518,BREED
隆玉732,BREED
华白玉168,BREED
正玉383,BREED
金牛玉999,BREED
旱白玉,BREED
真玉1607,BREED
尖丰99,BREED
均隆628,BREED
奥星611,BREED
阿玉5868,BREED
康玉448,BREED
春秋1号,BREED
均隆567,BREED
鑫玉6号,BREED
力丰008,BREED
天晟5号,BREED
川单706,BREED
悍玉99,BREED
天路777,BREED
贡玉99,BREED
智玉108,BREED
资玉53,BREED
汉飞99-9,BREED
恩兴单78,BREED
金科3号,BREED
高白3号,BREED
绵单53,BREED
成单3171,BREED
成玉688,BREED
瑞康玉18,BREED
易金239,BREED
力丰007,BREED
敦玉858,BREED
鼎创666,BREED
东丰红1号,BREED
锐玉150,BREED
天路325,BREED
阿玉5866,BREED
荣春玉99号,BREED
盛玉999,BREED
金玉11,BREED
科元玉258,BREED
鹏玉688,BREED
华元玉219,BREED
高玉039,BREED
金西南1714,BREED
互邦1号,BREED
金禾366,BREED
西南单2号,BREED
满玉1号,BREED
均隆919,BREED
鸿玉888,BREED
正大639,BREED
群白一号,BREED
成单720,BREED
汉飞1633,BREED
正大637,BREED
航单808,BREED
玉禾138,BREED
丰云18,BREED
惠农188,BREED
华元玉158,BREED
惠民玉518,BREED
云海568,BREED
金禾833,BREED
昊单612,BREED
雅玉3482,BREED
昊明达11,BREED
群策189,BREED
华龙玉909,BREED
科馨717,BREED
康农11,BREED
博玉1015,BREED
华龙玉808,BREED
华龙玉999,BREED
金土地188,BREED
博士达1603,BREED
博玉179,BREED
SAU1729,BREED
荣玉糯68,BREED
荣玉糯19,BREED
蜀玉彩甜糯199,BREED
华元糯5号,BREED
荣玉甜19,BREED
广青8号,BREED
广青6号,BREED
圣达885,BREED
春喜528,BREED
金荣1717,BREED
成单607,BREED
瑞玉612,BREED
嘉乐玉828,BREED
雅玉358,BREED
绵单801,BREED
正红733,BREED
邦玉666,BREED
成单399,BREED
内玉1701,BREED
金西南1715,BREED
正红507,BREED
内玉2900,BREED
黑糯68,BREED
金禾901,BREED
新中玉99（区试名称：新中玉1号）,BREED
新中玉4号,BREED
金禾905,BREED
金禾902,BREED
金玉150,BREED
金福玉808（区试名称：裕丰184）,BREED
遵玉999（区试名称：裕单191）,BREED
惠农青2号,BREED
黔青235（区试名：黔青3382）,BREED
清糯955（区试名称：至糯2670）,BREED
筑甜糯8号（区试名：筑甜糯J208HT10）,BREED
顺糯007,BREED
香满玉甜糯（区试名称：嘉甜糯1号）,BREED
牧玉905（区试名称：禾睦玉905）,BREED
龙糯1号,BREED
海糯218（区试名：香糯3号）,BREED
黔糯268,BREED
真甜糯1号（区试名：真糯103）,BREED
金糯1号,BREED
好玉5号（区试名称：5909）,BREED
山玉15,BREED
博丰8100（区试名称：黔农玉7号）,BREED
雅玉985（区试名称：YA7592）,BREED
煌单8216,BREED
友玉009（区试名称：YH009）,BREED
鑫玉3540,BREED
锋登玉9号,BREED
鑫玉135（区试名称：鑫玉B-5）,BREED
惠农单4号,BREED
威单4号,BREED
金黄单7号（区试名称：JDY8号）,BREED
黔农玉8号,BREED
惠农单3号,BREED
锋登玉3号,BREED
煌单118（区试名称：亿嘉411）,BREED
顺单8号（区试名称：顺单191）,BREED
贵和玉816,BREED
丰歌玉958（区试名称：碧玉11号）,BREED
金黄单88,BREED
宇白单11,BREED
水金玉8号,BREED
昇谷玉687（区试名称：炎黄68M237）,BREED
金玉103（区试名称：6W11）,BREED
山玉14,BREED
金玉106（区试名称：3903）,BREED
亘玉228（区试名称：YK611）,BREED
斯达糯52,BREED
石白糯4号,BREED
瑞佳糯3号,BREED
瑞佳糯1号,BREED
瑞黑糯1号,BREED
瑞糯1号,BREED
瑞佳甜3号,BREED
瑞佳甜1号,BREED
瑞甜3号,BREED
高原丽人,BREED
库普拉,BREED
中农甜808,BREED
斯达甜230,BREED
墨瞳,BREED
中楚301,BREED
甲单6号,BREED
曲辰44号,BREED
曲辰33号,BREED
会白玉11,BREED
会单7117,BREED
高青玉2号,BREED
路单37号,BREED
路单36号,BREED
路单35号,BREED
子玉98,BREED
金耕118,BREED
金耕39号,BREED
金耕36号,BREED
佳佳福88,BREED
宏伟18,BREED
滇砚129,BREED
滇砚126,BREED
地丰9号,BREED
地丰8号,BREED
大宇818,BREED
杰单1425,BREED
柏单904,BREED
佳玉101,BREED
靖白188,BREED
红848,BREED
锦华728,BREED
红农6号,BREED
红农5号,BREED
爱玉818,BREED
爱白玉18,BREED
红单23号,BREED
石单3号,BREED
号兴88,BREED
孔玉839,BREED
志裕1901,BREED
锋玉791,BREED
志裕779,BREED
志单1号,BREED
宣禾8号,BREED
硕玉3号,BREED
山谷999,BREED
瑞兴2号,BREED
研点735,BREED
达美007,BREED
农大浩特8号,BREED
迪贝200,BREED
农大浩特002,BREED
迪贝168,BREED
桥单6号,BREED
宣宏88,BREED
弥玉2号,BREED
金滇1577,BREED
金滇958,BREED
金白188,BREED
滇喜66,BREED
滇喜988,BREED
红瑞616,BREED
云黄8号,BREED
黔农1909,BREED
胜玉207,BREED
良禾66,BREED
云良3号,BREED
天沃4号,BREED
三盛17,BREED
黔农1907,BREED
水金玉68,BREED
良禾6号,BREED
先白单6号,BREED
达美325,BREED
云豫1号,BREED
白瑞1号,BREED
赵禾866,BREED
朝禾188,BREED
蓝轲1721,BREED
云合9号,BREED
临玉14号,BREED
水金玉98,BREED
荣成玉2号,BREED
荣成玉9号,BREED
云黄7号,BREED
文机收1号,BREED
大玉4257,BREED
保玉17号,BREED
昭黄14号,BREED
临玉18号,BREED
宏单3号,BREED
兴单106,BREED
瑞白6号,BREED
田玉88,BREED
田玉8号,BREED
云瑞888,BREED
云瑞401,BREED
云豫99,BREED
钱威188,BREED
菊玉88,BREED
罗单626,BREED
顶农118,BREED
金诚1号,BREED
天润211,BREED
刘玉99,BREED
奎玉26,BREED
奎单3862,BREED
浩玉168,BREED
嘉玉207,BREED
均隆807,BREED
嘉玉源882,BREED
华元玉3285,BREED
三农99,BREED
元玉8号,BREED
三农8号,BREED
林玉18,BREED
科玉789,BREED
科玉181,BREED
盛兴199,BREED
荣玉708,BREED
纳峰58,BREED
中禾609,BREED
正红816,BREED
腾玉199,BREED
云良909,BREED
神韵808,BREED
川单699,BREED
金玉缘8923,BREED
瑞喜1847,BREED
文单851,BREED
号玉005,BREED
会单107,BREED
鑫白玉311,BREED
谷大681,BREED
甲单9号,BREED
高康11,BREED
高康9号,BREED
高康7号,BREED
驰宇401,BREED
大天2302,BREED
大天2416,BREED
大天1457,BREED
大天5671,BREED
大天1039,BREED
大天4377,BREED
大好2301,BREED
大好1481,BREED
大天174,BREED
大天3605,BREED
罗单2309,BREED
大好6265,BREED
籽金603,BREED
来喜,BREED
鑫联鑫一号,BREED
籽绿602,BREED
地丰玉2号,BREED
文单692,BREED
文研129,BREED
科贝1802,BREED
硕单313,BREED
凤单88,BREED
牧玉101,BREED
晨光5号,BREED
谷玉88,BREED
宣隆666,BREED
亿嘉311,BREED
飒谷438,BREED
秋庆56,BREED
世大8207,BREED
谷单3号,BREED
卓誉6号,BREED
富华2018,BREED
曌玉1号,BREED
贵玉99,BREED
敦玉810,BREED
隆瑞3138,BREED
鹏玉169,BREED
旺玉106,BREED
足单709,BREED
足单712,BREED
迪玉602,BREED
迪玉701,BREED
迪玉503,BREED
迪玉403,BREED
金粒66,BREED
路单30号,BREED
路单28号,BREED
林新9号,BREED
林新3号,BREED
园玉1507,BREED
宣白玉3号,BREED
足白玉1号,BREED
足玉812,BREED
足玉610,BREED
峰登2号,BREED
路单32号,BREED
魔白404号,BREED
种芯玉2019,BREED
盈泰998,BREED
种芯玉2022,BREED
石优2号,BREED
曌玉66,BREED
匀粒4号,BREED
旺单66,BREED
千玉1202,BREED
恩玉10号,BREED
恩玉7号,BREED
长屸3号,BREED
尚玉999,BREED
尚玉108,BREED
瑞鑫6号,BREED
瑞喜1937,BREED
曲辰37号,BREED
曲辰516,BREED
曲辰513,BREED
点谷112,BREED
点谷119,BREED
宣益10号,BREED
文单909,BREED
耀玉375,BREED
湖泉玉9号,BREED
金玉缘1809,BREED
雅禾58,BREED
雅禾9号,BREED
先鸿玉8号,BREED
魔玉978,BREED
雅白玉68,BREED
雅白玉89,BREED
金科玉28,BREED
雅禾888,BREED
强鑫99,BREED
天红918,BREED
金单99,BREED
强鑫168,BREED
犇禾7号,BREED
恒玉616,BREED
白玉801,BREED
柏玉719,BREED
白玉157,BREED
恩玉918,BREED
豪玉6号,BREED
宣会99,BREED
宣会88,BREED
玉都95,BREED
锋玉999,BREED
明玉9686,BREED
霖玉269,BREED
宣会66,BREED
金滇88,BREED
大地168,BREED
文单395,BREED
山丹238,BREED
富滇1500,BREED
强德818,BREED
金钱玉7号,BREED
宣会9号,BREED
芮单599,BREED
尚单3927,BREED
北玉1567,BREED
金秋玉555,BREED
珠江1851,BREED
国丰玉188,BREED
会玉2689,BREED
会白玉118,BREED
G9826,BREED
陕科9号,BREED
大唐16,BREED
五黄糯2号,BREED
凌糯101,BREED
黄糯369,BREED
西星黄糯6号,BREED
桃花雪,BREED
凌科516,BREED
洽丰109,BREED
高农206,BREED
洽丰108,BREED
盛玉618,BREED
高农11号,BREED
瑞丰351,BREED
高农503,BREED
中榆968,BREED
榆单808,BREED
大唐1380,BREED
GF3669,BREED
大地816,BREED
高科806,BREED
陕单608,BREED
高科903,BREED
大地815,BREED
双惠88,BREED
陕科6号,BREED
陕单651,BREED
陕单682,BREED
西农266,BREED
金科玉2号,BREED
咸科806,BREED
ZH945,BREED
隆鑫101,BREED
陕单656,BREED
大唐303,BREED
陕单660,BREED
庆单3号,BREED
秋润168,BREED
金科玉3308,BREED
中研698,BREED
三联119,BREED
壳盛5063,BREED
先玉1865,BREED
大唐121,BREED
陕单610,BREED
西农219,BREED
秦龙406,BREED
万瑞8号,BREED
西农2018,BREED
渭玉1838,BREED
陕单639,BREED
农科大19号,BREED
金科玉3号,BREED
伟隆210,BREED
伟隆709,BREED
陕单680,BREED
榆单63,BREED
凌科519,BREED
凌科1679,BREED
盛玉963,BREED
龙星1号,BREED
海科018,BREED
亿阳339,BREED
安曼80,BREED
万瑞4号,BREED
飞宇1586,BREED
金科玉4号,BREED
红甜糯2018,BREED
金糯606,BREED
金辉895,BREED
黑甜糯520,BREED
脆甜168,BREED
白糯66,BREED
脆甜1号,BREED
库里南,BREED
锐福88,BREED
卡甜316,BREED
盛糯330,BREED
璐玉甜糯1338,BREED
原玉甜糯1182,BREED
三保白珍珠,BREED
三保金黄糯,BREED
双色脆宝,BREED
彩甜糯8号,BREED
金苹果白甜1号,BREED
昕糯628,BREED
隆丰甜6号,BREED
隆丰甜2号,BREED
早甜糯8号,BREED
朝糯608,BREED
盛糯2号,BREED
璟甜168,BREED
华泰甜329,BREED
黄糯90,BREED
甘玉甜5号,BREED
万禾8号,BREED
原玉2858,BREED
临玉17,BREED
玉研721,BREED
先单401,BREED
敦青7号,BREED
敦青6号,BREED
锐贮998,BREED
锐贮898,BREED
先玉1853,BREED
五谷8567,BREED
瑞青贮616,BREED
金种源66,BREED
斯泰112,BREED
源创670,BREED
TD1159,BREED
和恒797,BREED
和恒701,BREED
和恒558,BREED
飞宇1589,BREED
飞宇22,BREED
春玉96,BREED
盛玉88,BREED
航研9033,BREED
BF2508,BREED
BF2504,BREED
BF2503,BREED
博奥521,BREED
龙源9号,BREED
联育977,BREED
HF1105,BREED
HF832,BREED
HF712,BREED
HF668,BREED
HF199,BREED
GFY288,BREED
原玉383,BREED
原玉152,BREED
禾玉108,BREED
临泰玉920,BREED
武科839,BREED
武科837,BREED
武科836,BREED
武科831,BREED
隆丰9966,BREED
隆丰256,BREED
金穗308,BREED
金穗306,BREED
先单503,BREED
先单203,BREED
强硕178,BREED
敦玉260,BREED
众德丰8号,BREED
嘉阖705,BREED
大漠8号,BREED
得意388      ,BREED
酒玉218,BREED
欣科5724,BREED
天玉109,BREED
天亿兴918,BREED
德光188,BREED
德光168,BREED
DK818,BREED
金辉66,BREED
金顿1518,BREED
金顿1509,BREED
金皇早818,BREED
富康101,BREED
德源216,BREED
田旺589,BREED
正德3000,BREED
利单765,BREED
利合727,BREED
金丰捷607,BREED
禾玉102,BREED
原玉2977,BREED
禾盛209,BREED
金玉369,BREED
金苹果518,BREED
金苹果510,BREED
显丰1526,BREED
显丰1136,BREED
沃锋969,BREED
胜丰167,BREED
武农科1号,BREED
玉研1879,BREED
玉研621,BREED
玉研511,BREED
玉研508,BREED
先单1号,BREED
鑫源198,BREED
泓丰1222,BREED
德丰818,BREED
绿鹏312,BREED
吉农玉2988,BREED
吉农玉2300,BREED
酒玉3368,BREED
酒玉5号,BREED
RF699,BREED
航天558,BREED
天玉7号,BREED
禾丰183,BREED
先玉1850,BREED
德汇2116,BREED
同丰162,BREED
金凯10号,BREED
祁玉988,BREED
兴达8号,BREED
吉丰88,BREED
青玉517,BREED
青玉127,BREED
华牧3号,BREED
青玉3550,BREED
贺丰6号,BREED
王太18号,BREED
祺玉5号,BREED
JK803,BREED
七合1882,BREED
DF607,BREED
垦玉706,BREED
玉源7879,BREED
鲁单888,BREED
强盛399,BREED
大丰1407,BREED
先玉1731,BREED
XM1618,BREED
红禾13,BREED
宁单55号,BREED
宁单54号,BREED
美联717,BREED
金玉101,BREED
鲁星糯1号,BREED
宁玉266,BREED
Q2087,BREED
先达207,BREED
SN160,BREED
A3678,BREED
源田1277,BREED
陇研599,BREED
智研533,BREED
中科玉513,BREED
彩甜糯1702,BREED
正大812,BREED
正大806,BREED
隆黄1923,BREED
隆黄1918,BREED
金博士66,BREED
高金888,BREED
高金18,BREED
中科玉616,BREED
亚创959,BREED
梦玉298,BREED
美锋1191,BREED
隆特166,BREED
隆黄1902,BREED
禾创5号,BREED
富友999,BREED
富友396,BREED
东单6531,BREED
爱玉18,BREED
壮玉1818,BREED
中科玉613,BREED
中科玉612,BREED
鑫联鑫638,BREED
强盛281,BREED
梦玉80,BREED
隆特177,BREED
隆黄1903,BREED
隆黄1901,BREED
粒粒金701,BREED
金博士917,BREED
华奥666,BREED
福玉2号,BREED
奥美288,BREED
HY3862,BREED
同玉305,BREED
潞玉1780,BREED
华奥336,BREED
奥玉508,BREED
中河玉656,BREED
豫禾863,BREED
翔玉861,BREED
铁391,BREED
陇研588,BREED
粒粒金503,BREED
乐农101,BREED
金博士705,BREED
吉农玉309,BREED
丰乐742,BREED
东单1902,BREED
德单1403,BREED
德科622,BREED
奥美95,BREED
GY228,BREED
中元211,BREED
中金玉4688,BREED
中地159,BREED
中单153,BREED
玉丰820,BREED
伟科931,BREED
天泰716,BREED
硕秋702,BREED
秋乐821,BREED
齐单881,BREED
齐单633,BREED
潞玉1850,BREED
联美玉8号,BREED
科祺507,BREED
科华666,BREED
康农玉822,BREED
康农玉515,BREED
京华678,BREED
金苑玉272,BREED
金娃娃635,BREED
金海1917,BREED
金海1911,BREED
金博士739,BREED
金博士686,BREED
禾汇390,BREED
国瑞686,BREED
耕强1926,BREED
富尔189,BREED
东单905,BREED
迪卡688,BREED
登海1996,BREED
登海1989,BREED
登海1988,BREED
