sentence,relation,head,head_offset,tail,tail_offset
"本研究以4份玉米自交系为研究对象,在200mmol/L的NaCl溶液胁迫14天后,对玉米地下、地上部分中的Na+、K+、Ca2+含量进行测定并分析;同时,进行了转录组分析,研究玉米在盐胁迫下功能基因的表达情况。",单位,NaCl溶液胁迫,28,mmol/L,21
﻿应用灰色关联度分析法对15个夏玉米品种的产量、千粒重等9个性状的相关性进行了分析。,表现,夏玉米品种,15,千粒重,24
"通过改良群体穗部性状比较发现,穗长和行粒数改良效果显著,分别提高14.71%和17.62%,说明它们的提高是群体单株产量提高的主要因素。",方法,改良群体穗部性状比较发现,2,穗长和行粒数改良效果显著,15
"此外两个性状共检测到9对上位性互作位点,表明上位性互作在叶夹角和叶向值的遗传中也起较重要的作用。",方法,叶夹角,28,上位性互作,12
"结果表明,在相同水分处理不同年份间产量构成因子和籽粒相关性状超过70%的QTL可稳定表达,旱区QTL的稳定性明显低于水区,当全部环境联合分析时,各性状QTL稳定性呈现一定程度的降低,但超过60%的QTL仍然稳定表达。",影响,相同水分处理,6,籽粒,24
"﻿对332份云南糯玉米资源的表型多样性分析,结果为:①以来源和表型性状为依据,将云南糯玉米群体划分为5类6个生态型,9127%的云南糯玉米品种属二季早和大玉米群,云南南部地区的糯玉米多表现为多穗性;②以变异系数为依据评价云南糯玉米品种间主要农艺性状的多样性,表现为:双穗率>穗位高>千粒重>株高>主茎叶片数>穗长>穗粗>生育期,营养成分表现为:α生育酚>硬脂酸>亚麻酸>脂肪=苏氨酸=色氨酸=赖氨酸>蛋白质=油酸;③筛选出231616、231712、230846、230596、231718、231979等一批农艺性状优异的云南糯玉米品种资源,231532、231268、231229和231185的多种营养成分含量均较高;通过上述研究,提出了云南糯玉米在育种、食品加工方面的利用方法和途径。",表现,231185,293,多种营养成分含量均较高,300
"结果表明:轴重是决定玉米自交系单株籽粒产量的首要因素,轴重与单株籽粒产量的相关系数和通径系数分别为0.736和0.885,其次是出籽率、穗粗、行粒数、千粒重。",方法,行粒数,71,通径系数,42
"在低密度下,千粒重>病株率>行粒数>穗行数>穗位高>空秆率;在中密度下,千粒重>株高>行粒数>空秆率>倒伏率>穗行数>出籽率;在高密度下,千粒重>空秆率>穗位高>行粒数>倒伏率>穗行数>出籽率。",影响,高密度,64,穗行数,18
"﻿回顾了我国玉米杂交优势利用研究启蒙与创建阶段(1926-1948)和中华人民共和国成立至今(1949至今),在品间杂交、双杂交、三系杂交直至单杂交利用阶段杂交优势利用发展历程;提出我国杂交玉米研究发展的特点与明显的收益;指出期间应用综合育种方法技术选育成功的一些优秀骨干系,对未来育种起着较大的启迪效果;讨论并展望了未来育种改进遗传性状、育种目标、育种理念和杂交优势定义的问题。",表现,玉米,6,杂交优势,8
"结果表明:甜玉米自交系按品质性状聚分为5类,不同类别间呈显著差异;Ⅳ类具有高氨基酸、高蛋白、低淀粉、高脂肪和较高含水量优势,但种皮较厚;Ⅲ类具有较高氨基酸、较高蛋白、较低淀粉、较高脂肪、高含水量和较薄种皮;Ⅱ类的种皮最薄,但品质性状整体较差;Ⅰ类和Ⅴ类的品质性状整体处于居中水平。",表现,Ⅳ类,33,高蛋白,42
"结果表明,低氮胁迫下玉米幼苗根干重、根冠比、根总表面积、根体积、侧根数、根平均直径和初生根长显著增加,地上部干重和单株干重显著减小,而总根长没有明显变化。",表现,玉米幼苗,10,干重,15
"从总体上看,耐旱性状的选择效率以齐319背景最高,掖478背景次之,丹340背景最低。",表现,掖478,25,耐旱性状,6
"结果表明:地方种质具有抗旱、耐瘠、耐寒等优良特性,尤其是具有对不同生态环境的特异适应性。",表现,地方种质,5,耐瘠,14
"结果表明,2个F1杂交种的雌穗个数、单穗重、百粒重和穗长呈明显的正向超亲优势,穗轴重虽呈正向超亲优势但不明显,出籽率表现为明显的中亲优势。",表现,F1,7,雌穗个数,13
"﻿对用cDNA microarray技术鉴定所得的玉米自交系Hz32(耐)与Mo17(敏)的根系在淹水胁迫早期响应的88个3倍差异表达ESTs进行电子定位,其中47条ESTs可分别排列到玉米10条染色体上;ESTs电子定位结果与玉米耐渍性QTLs图谱的整合发现,10条ESTs落入耐渍性QTLs区段内,并分别位于第1、2、4、5、9和10号染色体上。",影响,淹水胁迫,49,ESTs,67
"结果表明:5个雄穗性状一般配合力明显高于特殊配合力,基因累加效应占遗传主导地位;5个性状的h2B(%)分别为8072,8296,8513,84211,6110;h2N(%)分别为6092,6611,4462,6720,3896。",方法,雄穗性状,7,基因累加效应,26
"结果表明:穗行数、秃尖、行粒数、穗粗和籽粒产量的遗传主要是加性效应,而株高、穗位高、穗长的遗传更易受环境因素的影响。",方法,籽粒产量,19,加性效应,29
"通过对主要农艺、经济性状耐低磷系数的变异系数、变异范围、平均值及其性状间的相关分析,结果表明子粒产量、株高、茎粗可作为玉米耐低磷基因型筛选和评价的指标。",调控,耐低磷基因型,61,茎粗,54
"﻿以5个自育和1个外引自交系为试材,以田间试验和实验室测定相结合,采用Griffing方法(4)完全双列杂交,对糯玉米7个鲜食品质性状的一般配合力(GCA)、特殊配合力(SCA)和遗传参数进行了研究。",方法,鲜食品质性状,61,一般配合力(GCA),68
"结果表明:(1)突变体698-3R的红轴对白轴性状表现为显性遗传,受一对核基因控制,初步定位在第一染色体上的SSR标记phi095与umc1452之间,与phi095相距3.9cM,与umc1452相距7.1cM,将该基因暂定名为C(t);(2)以轴色基因P1的cDNA为模板克隆C(t),发现698-3R有3个C(t)转录本,而野生型698-3中至少有2个;预测氨基酸序列比对发现,698-3R中3个C(t)蛋白的氨基酸序列与已知P1-wr蛋白一致,突变使其获得完整的MYB结构域和酸性激活域,而野生型698-3中698-3-P-1蛋白由于编码序列缺失导致移码突变,不具有该功能结构域;(3)对C(t)基因qRT-PCR分析发现,除25DAP外,其余4个时期在698-3R中表达水平均显著或极显著高于698-3;以A1和C2基因表达验证分析发现,C(t)与验证基因表达模式一致,说明C(t)可能具有P1激活调控A1和C2基因表达的功能。",表现,突变体698-3R,8,红轴,18
"结果表明:J1129和J1110的单株产量一般配合力高,组配出3个高产组合,增产潜力大;J1018和J1150单株产量的一般配合力较低,各组配出1个高产组合。",表现,J1150,50,一般配合力较低,60
"结果表明:甜玉米的青穗产量性状既受加性基因控制,又受非加性基因控制,有的还受细胞质基因的影响。",调控,加性基因,17,青穗产量性状,9
﻿用Griffing完全双列杂交方法Ⅳ对不同来源的7个糯玉米自交系的茎粗、株高、穗位高、穗长、秃尖度、穗粒重、穗行数等10个农艺性状的一般配合力(GCA)、特殊配合力(SCA)和遗传参数进行研究。,可视化,遗传参数,89,Griffing完全双列杂交方法,2
"﻿应用灰色关联度分析方法,对四川省玉米杂交种主要农艺性状间(生育期、株高、穗位高、除倒伏、穗长、穗行数、行粒数、百粒重、出籽率、单穗粒重)的相关性进行了分析。",方法,株高,34,灰色关联度分析方法,3
"研究表明,导入系群体的创建在遗传结构上改良了农系531穗位偏高、穗上叶夹角偏大的不足,并得到基本符合育种目标的改良株系。",表现,农系531,22,穗位,27
"细胞质效应及母体加性效应的控制为主;发芽率以直接显性效应、母体效应为主;粒重以直接加性效应、细胞质效应及母体显性效应为主;α-淀粉酶活力,主要受直接显性效应、细胞质效应、母体显性效应控制。",调控,母体显性效应,52,α-淀粉酶活力,61
"﻿选10个具有抗根倒伏差异的玉米自交系,按完全双列式组配的45个组合为供试材料,经遗传参数估算和通径分析。",方法,抗根倒伏差异,7,遗传参数估算,41
"(2)运用该技术对玉米抗病、抗虫、抗涝、抗旱等抗逆性基因进行精确定位,为这些抗逆基因的克隆、转化及利用打下良好基础,为分子标记辅助选择育种提供了便利,有利于加快育种进程。",方法,转化,46,抗逆基因,38
"﻿为了探讨玉米苗期性状及其杂种优势形成的遗传学基础,以强优势玉米(Zea maysL.)杂交种组合豫玉22及其重组近交系为基础材料,采用三重测交(triple testcross,TTC)遗传交配设计,组配了包含312个测交后代的TTC群体,通过复合区间作图法检测到了30个控制发芽后第4天的最长根长、苗高、初生根数、根干重及叶干重的QTLs,并且在第2、3和7染色体上存在4个同时控制不同苗期性状的QTL区域。",调控,QTL区域,200,最长根长,146
"结果表明,超甜玉米秃顶长和行粒数易受双亲影响,加性效应起主导作用。",方法,行粒数,13,加性效应,23
"﻿按Griffing双列杂交方法Ⅳ对9个优质蛋白玉米(QPM)骨干自交系进行组配,将获得的36个杂交组合在云南省的昆明、保山、德宏3种不同生态条件下进行鉴定,对自交系的单株产量、株高、穗位高、穗长、穗粗、穗行数、行粒数、千粒重和胚乳硬度进行配合力分析和遗传参数估算。",方法,千粒重,110,配合力分析,120
"3)采用GLM模型,在不同水分环境下共检测到15个SSR标记与玉米的7个叶形相关性状在P<0.01水平下关联,各标记对表型的解释率为2.25%~27.30%,72.97%的标记可在干旱环境下被检测到;其中umc1124、umc2363、umc2214、umc1742、phi331888、umc1378、bnlg1863、umc2134和umc1345标记同时与不同水分环境下的多个叶形相关性状连锁,表现出明显的""一因多效""现象。",影响,不同水分环境,11,叶形相关性状连锁,191
"结果表明:除皮薄厚性状外,其余各性状GCA差异均达到极显著水平;除色泽性状外,其余各性状的SCA差异均达极显著水平;色泽主要受加性基因决定,其余性状同时存在加性基因效应和非加性基因效应,但在程度上存在差异。",方法,性状,9,加性基因效应,78
"结果表明,磷胁迫下,自交系双M9和苏11APase活性分别较全磷处理高40.7%(p<0.01)和31.86%(p<0.01);双M9株高、茎粗、穗位高、雄穗长、雄穗分枝数和叶面积显著高于全磷处理,苏11茎粗、雄穗长、雄穗分枝数和叶面积显著高于全磷处理;双M9穗长、穗粗、行粒数、穗粒重、穗轴重和百粒重显著高于全磷处理,苏11穗行数、行粒数、穗粒重、穗重和穗长显著高于全磷处理;APase活性与株高、雄穗分枝数、穗位高和百粒重中度正相关。",表现,苏11,17,雄穗分枝数,81
"﻿桥景337(桥丰四号)是大石桥市种子有限公司于2001年以外引自交系齐319(代号C2038)为母本,以L8721(代号C2036)为父本组配而成的单交种,表现出高产、稳产、性状稳定、优质多抗的特性,于2008年通过辽宁省农作物品种审定委员会审定。",表现,单交种,75,性状稳定,88
"﻿5个亲本自交系可溶性糖含量的一般配合力变幅为-2.89432.7581,特殊配合力变幅为-4.95400.8932,均达到极显著水平;自交系T2、T5可溶性糖含量一般配合力较高;供试材料可溶性糖含量的广义遗传力为66.68%,狭义遗传力为35.18%,都相对较高。",表现,可溶性糖含量,8,一般配合力变幅,15
"﻿分别利用三交组合DH8×登海40和DH86×沈137创建F1代DH群体A和群体B,比较2个不同遗传背景下DH群体子粒中锌及铁铜锰含量的变化,并对2个供试群体2年间的试验结果进行了QTL分析。",表现,沈137,23,锌及铁铜锰含量的变化,60
"玉米内在质膜蛋白基因ZmPIP2;6在渗透或盐胁迫下表达上调,在拟南芥中超表达ZmPIP2;6会增强植株对渗透、盐和干旱胁迫的耐性,并且在盐或干旱胁迫条件下会影响拟南芥中胁迫相关基因的表达。",影响,盐或干旱胁迫条件下,69,胁迫相关基因,85
"﻿因为玉米灌浆后期叶片叶绿素含量变化可直接影响植株的光合效率并最终影响产量,同时叶片光合效率以及叶绿素代谢受光照环境影响较大,所以对不同环境下玉米叶片叶绿素衰减速率进行初步研究,可为培育出适宜种植环境的优良高产玉米品种提供理论依据。",影响,光照环境影响较大,54,叶绿素代谢,48
"结果表明,对各目标杂交种,参试供体自交系籽粒产量的UG、PTC、UBND值均存在极显著差异;其估值大的作为优良基因来源的供体系同被改良系间具有较远的亲缘关系。",表现,籽粒产量,20,UBND值,32
