sentence,relation,head,head_offset,tail,tail_offset
"结果表明,生育期、结实率主要受地点效应影响;产量受地点效应影响外,还受年份×地点互作效应影响;有效穗主要受地点效应和年份×地点互作效应的影响;除生育期和有效穗两个性状未测出基因型×环境互作效应外,其余各性状均受到基因型×环境互作效应的影",影响,年份×地点互作效应,35,产量,22
"hfa-1在三叶期之前完全白化,随后转绿。",表现,hfa-1,0,完全白化,11
"对筛选出的耐盐碱株系进行苗期耐盐和耐碱鉴定,结果显示全生育期耐盐碱的株系在苗期的耐盐和耐碱性表现不一,一部分株系表现不耐盐碱,一部分株系具有较强的耐盐或耐碱性,还有少数株系表现既耐盐又耐碱,表明水稻不同生育期的耐盐碱性存在差异,而且耐盐与耐碱可能存在不同的遗传机制。",表现,一部分株系,51,不耐盐碱,58
"本文就基因工程在水稻改良方面的研究作一简要综述,主要包括抗病虫性改良、抗逆性改良和品质性状改良等方面",影响,基因工程,3,抗病虫性,28
"﻿采用包括基因型×环境互作效应的加性—显性—加性×加性上位性遗传模型,分析了水稻剑叶面积(FLA)、倒二叶面积(2LA)、倒三叶面积(3LA)和比叶重(SLW)的2a资料.结果表明,这4个性状的遗传主要受显性效应及其与环境互作效应的控制,加性×加性上位性效应对其表现有一定影响.加性效应对SLW也有重要作用.加性与环境互作效应对2LA和3LA以及加性×加性上位性与环境互作效应对FLA和SLW的影响较小.遗传率分析表明各性状的普通狭义遗传率依次为SLW>FLA>3LA>2LA.遗传效应预测值结果表明,IR66158-37和IR65600-85具有使杂交后代增加SLW的遗传效应,明恢63在改良冠层叶面积中受环境的影响程度较小,认为这3个品种是超高产新株型育种的优良亲本材料.",影响,环境,9,2LA,56
"﻿利用籼型水稻4个不育系和4个恢复系配组的4×4不完全双列杂交,对其根系活力及其衰退特性进行了杂种优势和配合力分析结果表明,(1)根系活力及其衰退值的广义遗传力均大于85%,说明两者可以作为育种指标",方法,根系活力,34,杂种优势和配合力分析,47
"与对照相比,黄绿叶突变体的有效穗和株高显著下降,而主穗长、一次枝梗数、主穗实粒数、结实率、千粒重则无明显差异。",表现,黄绿叶突变体,6,主穗长,25
"﻿对华南稻区新育成的超高产杂交稻组合粤杂122、丰优428、泗优998、培杂67和超高产常规稻品种广超3号、胜泰1号等6个材料抽穗期的主要形态性状进行了差异显著性测验及对产量的通径分析,提出了华南双季稻超高产育种抽穗期理想形态指标分别为:早季株高90105cm;每蔸茎数1112条;剑叶长3540cm;剑叶宽2.12.2cm;倒2叶长、宽为4650cm和1.82.1cm;倒3叶长、宽为5964cm和1.41.9cm;剑叶开张角714;倒2叶、倒3叶开张角为18和203",方法,剑叶长3540cm,141,差异显著性测验,76
"此外,通过去除分蘖芽的实验证明了突变体htd1-2的矮化部分是由于分蘖过多造成的。",表现,突变体htd1-2,16,矮化部分,26
"﻿从粳稻""嘉花1号""60Coγ射线辐照的后代中筛选到一个叶绿素缺失黄叶突变体(yl11),与野生型""嘉花1号""相比该突变体表现为全生育期植株叶片呈黄色,叶绿素含量以及净光合速率明显下降,叶绿体发育不完善,并且伴随着株高等主要农艺性状的变化。",表现,嘉花1号,5,伴随着株高等主要农艺性状,104
"﻿对水稻籽粒发育过程中不同时期总氮含量遗传及其与稻米品质关系的研究结果表明,三倍体种子核基因、二倍体母体植株核基因的显性效应,共同控制着稻米灌浆始期、中期和后期的总氮含量,且以前者为主,随着发育进程的推进,作用程度加大",调控,核基因,43,后期,78
"增施穗肥,卷叶组合的精米率和整精米率都高于其对应组合,其中卷叶汕优559与汕优559的整精米率差异达显著水平,其他性状指标值在对应组合间的差异没有明显的规律性,说明Rl(t)基因在一定条件下有利于提高稻米品",表现,汕优559,31,整精米率,14
克隆的gacAxoo基因编码蛋白GacAxoo与其它病原黄单胞菌的同源序列高度保守。,影响,病原黄单胞菌,26,编码蛋白GacAxoo与,12
"根据不同环境条件的主要差异和QTL表现,初步确定第8染色体上影响生育期的QTL q H D8和株高相关的QTL q PH8在长日条件下表现遗传效应;第1和第10染色体上分别控制生育期和株高的QTL q H D1和q PH10在短日下发挥作用",调控,q PH10,106,株高,47
"﻿对华南稻区新育成的超高产杂交稻组合粤杂122、丰优428、泗优998、培杂67和超高产常规稻品种广超3号、胜泰1号等6个材料抽穗期的主要形态性状进行了差异显著性测验及对产量的通径分析,提出了华南双季稻超高产育种抽穗期理想形态指标分别为:早季株高90105cm;每蔸茎数1112条;剑叶长3540cm;剑叶宽2.12.2cm;倒2叶长、宽为4650cm和1.82.1cm;倒3叶长、宽为5964cm和1.41.9cm;剑叶开张角714;倒2叶、倒3叶开张角为18和203",方法,倒3叶长、宽为5964cm和1.41.9cm,186,对产量的通径分析,84
"﻿桂花A是以金23A为母本,金23B∥细黄占/珍汕97B的F5代优良单株为父本测交,经多代择优回交和选择育成的农艺性状好、不育性稳定、可恢复性好、异交结实率高、米质好的野败型籼稻不育系,于2004年9月通过技术鉴定,2005年1月通过广西品种审定",表现,野败型籼稻不育系,84,异交结实率,73
"采用热水法鉴别具有香味的株系转育成带黄绿叶标记的香型籼稻不育系,其株高在41.5—56.5cm,植株叶片及谷粒颖壳呈黄绿色,其中叶鞘、叶耳及叶片边缘呈紫红色,分蘖力中等;其中黄标3A的穗长24.9cm,穗子着粒数145.0粒,谷粒呈长粒梭状形;千粒重28g,播始期85d,其保持系基部结实好,充实饱满。",表现,谷粒,53,长粒梭状形,116
"将该植株与栽培稻亲本回交,得到109株回交后代,考察了回交群体的主要农艺性状并进行了分子标记分析,发现野生稻染色体片段的渗入影响了回交后代的株高、千粒重、结实率、结实密度、叶宽等农艺性状,而且这些性状之间正相关度很大",表现,回交后代,19,农艺性状,34
"该组合生育期适中,农艺性状好,耐肥抗倒伏,白叶枯病抗性好,结实率高,丰产性好,米质达国优三级标准,生态适应性广,易制种。",表现,该组合,0,耐肥抗倒伏,15
"﻿通过水培试验测定水稻F3群体(Palawan×IR42)137株系的幼苗根体积、根表面积、相对根粗、最大根长和根数等根系形态特征.借助由该组合的F2群体所构建的RFLP标记连锁图,通过方差分析检测与根系形态特征表型值相关连的分子标记位点,共测得7个标记位点分别与3个表型性状关连.其中位于2号染色体上的2对连锁标记位点RG139与RZ742及RG171与RG544跟根体积关连;位于5号染色体上的标记位点CDO105与相对根粗关连;2号染色体上的标记位点RG139及5号染色体上的1对连锁标记位点RG229与RG13跟最大根长关连.这些标记位点对关联的表型性状都具有显著的加性效应.",调控,CDO105,203,相对根粗,46
"遗传分析结果表明,除主要基因外,高秆性状的遗传还受到一对抑制基因的作用,有两种遗传模式可解释该突变体的遗传行为",调控,主要基因,10,高秆性状,16
"﻿以全球水稻分子育种计划提供的117份核心种质资源为供试材料,进行苗期水培试验,比较两种不同K+浓度处理下的苗期根茎性状表现",影响,K+浓度,46,苗期根茎性状,54
"﻿选用性状互补的地谷B、珍汕97B和龙特浦B配制成珍汕97B/地谷B//龙特浦B复交组合,采用系谱法复交F4选优株与珍汕97A测交,并后代连续选性状似龙特浦B的优株与珍汕97A回交至BC5,育成T55A",表现,龙特浦B,18,性状互补,3
"将每粒谷苗一分为四而形成基因型构成相同的4套材料,每套材料进行不同温度处理,以花粉育性为指标采用IECM算法进行遗传分析",方法,IECM算法,48,花粉育性,39
"K17A、广抗13A和II-32A三个不育系表现降低籼粳杂种株高超亲和提高抗倒性的遗传效应;明恢509、明恢512、明恢502和明恢398四个恢复系在降低倒伏指数方面较其他恢复系具有明显优势,且株高一般配合力为负效应,在提高茎秆抗倒性为目标的育种实践中有重要利用价值。",表现,K17A,0,降低籼粳杂种株高超亲,24
"广泛开展特种稻资源的特殊性状鉴定和评价,筛选具有独特特性的优异种质资源,并进行基因型检测与遗传多样性分析和核心种质构建;将多个特殊性状相聚合,创新赖氨酸、微量元素、维生素等含量较高,黄酮、花青3葡萄糖苷、生物碱等生理活性物质含量较高的水稻种质是今后我国特种稻资源研究的重要内容",调控,维生素,82,性状,12
"﻿水稻许多重要的性状是由多基因控制的数量性状,经典的数量遗传学只能把数量性状作为一个整体进行研究.近年来,高密度分子标记连锁图的构建和有效的生物统计学方法的发展使人们对数量性状遗传基础的研究出现了革命性的变化.通过对不同群体内的个体或品系的分子标记基因型和表型数据的共分离分析,能对QTL进行检测和定位.本文对QTL定位的原理和方法进行了介绍,从QTL的数目和效应、上位性效应、QTL基因型与环境的互作、相关性状的QTL以及个体发育不同阶段的QTL等方面对水稻QTL分析的研究进展进行了综述.水稻基因组测序计划已经完成,本文还对基因组时代水稻QTL精细定位和克隆的方法进行了探讨,对QTL分析在水稻育种中的应用前景进行了展望.",方法,数目和效应,177,QTL,141
"﻿利用粳稻台中65及其F1花粉不育近等基因系和它们的F1作研究材料,对这些遗传背景基本相同但具有不同F1花粉不育基因座位材料进行花粉愈伤组织诱导率及花药开裂性的研究.结果为:亲本与杂种在离体条件下的花粉愈伤组织诱导率无显著差异,杂种F1花粉部分败育并未导致花粉愈伤组织诱导率下降,表明F1花粉不育基因与花粉愈伤组织诱导能力性状无直接联系;但亲本与杂种间的花药裂药性却存在显著差异,并随着花粉败育率的提高花药开裂率下降,表明F1花粉不育基因与花药开裂性状有关.",表现,杂种F1,114,花粉愈伤组织诱导率,64
"因此,通过综述了国内外药用野生稻有利基因发掘及其利用的研究进展,结果表明,药用野生稻在抗病性、抗虫性以及稻米品质方面具有优良性状,目前对这些优异基因的利用的途径主要包括单片段附加系的培育、渗入系的建立及单个基因材料的获得,但在利用过程中仍存在遗传学背景不清楚、常规育种效率不高两方面障碍。",表现,药用野生稻,11,稻米品质,52
"此外,W002、广陵香粳、早丰9号、丰优香占和南京16等水稻品种,稳定性较高,淀粉崩解值高,消减值低,且具有较高的产量水平,故可在江苏地区推广种植;同时它们也可作为育种亲本,供水稻品质育种利用",表现,广陵香粳,8,产量,57
"对G9/AM6的F4代的农艺性状进行比较,发现突变基因对幼苗总根数、白根数、最长根长度和苗期株高均有显著影响;对植株分蘖能力、成熟期株高、单穗实粒数、结实率、千粒重、单株产量均有显著影响,而对有效穗数无明显影响。",调控,突变基因,23,结实率,75
"﻿对pepc、ppdk和pepc+ppdk三种转基因水稻农艺性状观察表明,与原种Kitaake相比单株有效穗有不同程度的增多,单株产量相应提高,特别是pepc和ppdk基因聚合后,单株有效穗和单株产量分别比受体亲本Kitaake提高29.1%和27.0%",表现,受体亲本Kitaake,103,单株产量,63
"选择指数模型表明米质较优的北方杂交粳稻的株型为:剑叶、倒2叶较宽,倒3叶较短且窄,株高偏矮,秆长较短,穗子较长,穗数较多且单穗重较轻。",表现,北方杂交粳稻,13,倒3叶较短且窄,33
"研究还表明,在杂交粳稻亲本选育时,不育系应以矮秆、株型优良为重点,恢复系应以优良的穗部性状为主,而F1杂种优势不仅要穗数适中、穗大粒多,同时要具有一定的营养体优势作为高产的基",表现,F1杂种,49,穗数,58
"GD-1S株型集散适中,育性转换特性稳定,高抗稻瘟病,开花习性和品质性状较好,容易繁殖制种",表现,GD-1S株型,0,高抗稻瘟病,21
